MMV name	SMILES	"Pbluc (Single Point Inhibition, %)"	"HepG2tox (Single Point Inhibition, %)"	IC50 PbLuc  2nd Round Average (CDD Vault)	IC90 PbLuc  2nd Round Average (CDD Vault)	 Hill slope PbLuc 2nd Round (CDD Vault)	R squared PbLuc 2nd Round (CDD Vault)	CC50 HepG2tox 2nd Round average (CDD Vault)	CC90 HepG2tox 2nd Round average (CDD Vault)	 Hill slope HepG2tox 2nd Round (CDD Vault)	R squared HepG2tox 2nd Round (CDD Vault)	IC50 FfLuc 2nd round (CDD Vault)	IC90 FfLuc 2nd round (CDD Vault)	 Hill slope FfLuc 2nd Round (CDD Vault)	R squared FfLuc 2nd Round (CDD Vault)
 MMV1458582	CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N\N=C(/C)C1=CC(Cl)=CC=C1Cl	83.3	11	7.74	> 10.0	2.08	0.0166	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458608	COC1=C(OC(C)C)C(Cl)=CC(=C1)C(=O)NC1=CC=C(C=C1)C(=O)NC1CC1	85.0	2	6.06	> 10.0	2.4	0.128	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458632	CNC(=O)C1=CC=C(CN(C2CC2)S(=O)(=O)C2=CC(=CC(C)=C2C)[N+]([O-])=O)C=C1	93.3	7	5.04	> 10.0	1.6	0.527	> 10.0	> 10.0			6.47	> 10.0	3.59	0.192
 MMV1458703	CNC(=O)C1=CC=C(CN(C2CC2)S(=O)(=O)C2=CC=C(Br)S2)C=C1	88.3	-6	5.83	> 10.0	3.54	0.19	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458710	CNC(=O)C1=CC=C(CN(C2CC2)S(=O)(=O)C2=CC=C(C=C2)C(F)(F)F)C=C1	88.3	-1	3.3	> 10.0	1.42	0.391	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458733	CC(C)CCN1C(SC2=NN3N=NN=C3C=C2)=NC2=C(C(=CS2)C2=CC=CS2)C1=O	93.3	31	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458785	O=C(\N=C1/SC(=C(N1CCC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1	93.3	14	8.64	> 10.0	10.4	0.195	> 10.0	> 10.0			4.8	8.62	3.75	0.66
 MMV1458813	CCN(CC)C1=CC=C2C=C(\C=N\NC(=O)C34CC5CC(CC(C5)C3)C4)C(=O)OC2=C1	95.0	36	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458814	COC1=CC2=C(OC3=C2C=CC=C3)C=C1NC(=O)C1CCCN(C1)S(=O)(=O)C1=CC=C(F)C=C1	98.3	5	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458831	O=C(CNC1=CC=CC(=C1)S(=O)(=O)N1CCOCC1)N(C1CCS(=O)(=O)C1)C1CCCCC1	98.3	1	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458832	CCOC1=CC=C(C=C1OCC)S(=O)(=O)N1C(C)CC(C(N)=O)C2=CC=CC=C12	93.3	3	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458835	CCOC(=O)\C=C\C1=CC=C(NC(=O)C2CCCN2C2=C3C=CC=CC3=NC=N2)C=C1	86.6	36	6.13	> 10.0	3.32	0.679	8.61	> 10.0	2.7	0.523	> 10.0	> 10.0		
 MMV1458850	CC(C)C(C)NC(=O)CSC1=NN=C(CC2CCCC2)N1	100.0	0	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458851	COC(=O)C1=C(CSC2=NC(NC(=O)C3=CC=CC=C3)=C3C(C)=C(C)OC3=N2)C=CO1	100.0	4	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458884	COC1=CC=C(C=C(C2=NC3=CC=CC=C3S2)C2=NC3=CC=CC=C3S2)C(OC)=C1OC	85.0	12	7.05	> 10.0	2.12	0.479	> 10.0	> 10.0	1.46	0.78	> 10.0	> 10.0		
 MMV1458912	CCOC1=CC=C(C=C1)C1(O)C(C)N2C(CCC3=CC=CC=C23)=[N+]1C1=CC=C(OC)C=C1	88.3	47	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458915	O=C1C=C(NC2=CC=CC=C2)\C(=N/C2=CC=CC=C2)C2=C1OC1=CC=C(NC3=CC=CC=C3)C=C21	90.0	33	> 10.0	> 10.0			> 10.0	> 10.0	1.61	0.885	3.29	> 10.0	1.75	0.754
 MMV1458939	COC1=CC=C(C=C1OCC1=CC=CC=C1)C1NC(=O)NC(C2=CC=CC=C2)=C1C1=NC2=CC=CC=C2S1	83.3	32	9.63	> 10.0	9.15	0.185	> 10.0	> 10.0	7.79	0.923	9.83	> 10.0	29.9	0.351
 MMV1458940	CC1=NN(C(Cl)=C1\C=N\NC1=NC2=CC=CC=C2N1)C1=CC=CC=C1	88.3	26	7.2	> 10.0	3.35	0.119	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458965	CC1=NN(C2=C1C(C(C1=NC3=CC=CC=C3S1)C(=N2)C1=CC=CC=C1)C1=CC=CN=C1)C1=CC=CC=C1	83.3	21	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0	3.11	0.548
 MMV1459038	CC1=CC=C(C=C1)C(=O)C1=C(O)[N+](=C2N=C(N3C(SC4=CC=CC=C34)=C12)C1=CC=C(C)C=C1)C1=CC=CC=C1	88.3	19	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459050	CCOC(=O)C1=C(NC(=O)C2=C3C=CC=CC3=NC(=C2)C2=CC=CO2)SC=C1C1=CC=CC=C1	98.3	34	4.48	9.72	2.84	0.759	> 10.0	> 10.0			8.33	9	28.5	0.474
 MMV1459082	FC1=CC=C(\C=C(\C(=O)N2CCN(CC2)C2=CC=CC=C2Cl)C2=CC=C(C=C2)C2=CC=CC=C2)C=C1	85.0	29	> 10.0	> 10.0			> 10.0	> 10.0	7.73	0.736	9.33	> 10.0	11.6	0.516
 MMV1459086	CCN(CC)C1=CC=C(\C=N\NC2=CC=C(C)C=C2C)C(O)=C1	93.3	42	5.38	> 10.0	3.28	0.115	> 10.0	> 10.0			9.82	> 10.0	17.2	0.349
 MMV1459089	CCOC(=O)C(=N/NC1=C(C(=O)OCC)C(C)=C(S1)C(=O)OCC)\C(=O)C1=CC=CC=C1	86.6	13	7.51	9.2	10.8	0.763	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459103	CC(C)(C)C1=CC(=CC(=C1)N1CC2=C(C=CC=C2)C1=N)C(C)(C)C	88.3	37	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459110	CC(NC(=O)COC(=O)CSC1=C2C(Cl)=CC=CC2=C(Br)C=C1)C1=CC=CC=C1	100.0	-5	> 10.0	> 10.0	1.42	0.0165	> 10.0	> 10.0			> 10.0	> 10.0	11.2	0.0748
 MMV1459115	CC(CC1=CC=CS1)N(CC1=CC=C(Cl)C=C1)C(=O)C1=CC=C(Cl)C(=C1)S(=O)(=O)N1CCCCC1	90.0	21	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0	17	0.198
 MMV1459118	C\C(=N/NC(=O)C1=CC=C(N\N=C(/C)C2=CC=CC=C2Br)C=C1)C1=CC=CC=C1Br	85.0	31	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459121	CN1C2=CC=CC=C2C(C)(C)\C1=C\C=N\N=C\C1=C(N2CCOCC2)\C(\CC1)=C/C1=CC=C(C=C1)[N+]([O-])=O	91.6	36	8.58	9.46	22.4	0.296	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459130	CC1=CC(=O)N(N1)C1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F	93.3	-7	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459131	CCOC(=O)C1=C(C)NC(N=NC2=CC3=C(OCO3)C=C2)=C1C	98.3	-17	9.43	> 10.0	15.4	0.268	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459144	CC1=C(\C=N\N(CC2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2N1	86.6	13	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459149	COC1=CC(\C=C\C(=O)OCC(=O)NC2=CC(Cl)=CC(Cl)=C2)=CC(OC)=C1OC	96.7	-8	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459150	CCN(C1CCCCC1)C(=O)CSC1=NN=C(SCC(=O)N(CC)C2CCCCC2)S1	98.3	14	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459151	CC1=C(N=C2C=CC=CN12)C(=O)N\N=C\C1=C2C=CC=CC2=C(Cl)C2=CC=CC=C12	91.6	-2	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459156	CC(CC1=CC=CS1)N(CC1=CC=C(Cl)C=C1)C(=O)C1=CC(=C(Cl)C=C1Cl)S(=O)(=O)N1CCOCC1	88.3	38	> 10.0	> 10.0			> 10.0	> 10.0	6.93	0.0438	> 10.0	> 10.0		
 MMV1459206	CN1C2=CC=CC=C2C(C)(C)\C1=C\SC1=C(C=CC=C1)[N+]([O-])=O	88.3	27	8.07	> 10.0	2.15	0.378	> 10.0	> 10.0	1.18	0.48	> 10.0	> 10.0		
 MMV1459216	CC1=C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)=C(C#N)C(=S)N1	83.3	33	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459220	COC1=CC=CC(N\N=C2/C=CC(=O)C3=NC=CC=C23)=C1	85.0	40	2.71	3.47	8.94	0.612	3.15	3.77	12.1	0.589	> 10.0	> 10.0		
 MMV1459241	CCOC1=CC=C(\C=C2/CCCC3C(N(N=C23)C(=S)NCC=C)C2=CC=C(OCC)C=C2)C=C1	90.0	3	4.45	> 10.0	2.55	0.497	> 10.0	> 10.0	0.856	0.318	> 10.0	> 10.0		
 MMV1459286	OC1=CC=C(Br)C=C1\C=N\NC(=O)CCN1CCN(CC1)C1=CC=CC=C1	88.3	34	6.08	> 10.0	4.41	0.46	3.48	4.34	9.92	0.702	> 10.0	> 10.0		
 MMV1459296	CC1=NN(C2=C1C(C1C(=O)CC(C)(C)CC1=N2)C1=CC=C2OCOC2=C1)C(C)(C)C	83.3	45	> 10.0	> 10.0			> 10.0	> 10.0	2.55	0.436	> 10.0	> 10.0		
 MMV1459306	CN1C2=C(C=CC=C2)C(C)(C)C11OC2=CC=C3OC4=C(CCCC4)C3=C2C=C1	91.6	10	8.28	> 10.0	2.26	0.401	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459351	CN1C2=CC=CC=C2C(C)(C)\C1=C\C1=NC(=C(Cl)S1)S(=O)(=O)C1=CC=C(C)C=C1	83.3	16	> 10.0	> 10.0			> 10.0	> 10.0			4.13	> 10.0	1.82	0.745
 MMV1459353	CCC(C)(C)C1=CC=C(OC2=CC=C(NC(=O)CN3C4=C5C(=CC=CC5=CC=C4)S3(=O)=O)C=C2)C=C1	83.3	19	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459373	CN1C2=C(C=CC=C2)C(C)(C)C11OC2=C(Br)C=C3OC4=C(CCCC4)C3=C2C=C1	86.6	12	4.21	> 10.0	0.699	0.384	6.5	> 10.0	0.555	0.409	> 10.0	> 10.0		
 MMV1459377	CCCCCCCCNC(=O)C(=C\C1=CC=C(C)C=C1C)\C#N	96.7	11	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459394	N=C1N(CC2=CC=CC=C12)NC(=O)CC#N	90.0	-5	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459409	CC1=NN(C(N2CCCCC2)=C1\C=N\NC1=NC=C(C=C1)C(F)(F)F)C1=CC=CC=C1	98.3	36	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459413	[O-][N+](=O)C1=CC=C(NC(=O)CN2C=NC3=C(C(=CS3)C3=CC=CC=C3)C2=O)C=C1	86.6	36	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459417	OC1=C(C=C(Br)C=C1)C(=O)OCC(=O)C(C#N)=C1NC2=C(N1)C=CC=C2	86.6	25	6.23	> 10.0	2.06	0.487	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459420	CC1=NN(C(=O)\C(N1)=C/NC(=O)C1=CC=CC(=C1)[N+]([O-])=O)C1=CC=CC=C1	85.0	49	4.51	8.07	3.78	0.384	0.242	0.834	1.78	0.224	> 10.0	> 10.0		
 MMV1459423	COC(=O)C1=C(NC(=O)CSC2=CC(C)=C3C=CC=CC3=N2)SC=C1C1=CC=CS1	85.0	30	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459456	CN(C)C(=O)C1=C(C)N=C(S1)N1N=C2C(CCC\C2=C/C2=CC=C(F)C=C2)C1C1=CC=C(F)C=C1	93.3	49	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459463	CCN(CC)C1=CC=C(\C=C2/CCC(\C=N\NC(=O)NC3CCCCC3)=C2N2CCOCC2)C=C1	85.0	-2	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459599	ClC1=CC(Cl)=C(OCC(=O)OCC(=O)C(C#N)=C2NC3=CC=CC=C3N2)C=C1Cl	95.0	9	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459605	OC1=C(C=C(Cl)C=C1\C=N\NC1=CC(=CC=C1Cl)C(F)(F)F)[N+]([O-])=O	85.0	34	> 10.0	> 10.0			> 10.0	> 10.0	2.46	0.824	9.01	> 10.0	3.01	0.379
 MMV1459612	CC1=C(SC(=N1)N1N=C2C(CCC\C2=C/C2=CC=C(F)C=C2)C1C1=CC=C(F)C=C1)C(O)=O	88.3	-11	> 10.0	> 10.0			> 10.0	> 10.0			9.89	> 10.0	19.4	0.522
 MMV1459622	CC1=CC(C)=NC(N\N=C2\CCCC\C\2=C/C2=CC=CC=C2)=N1	88.3	4	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459623	CCN(C(=O)CSC1=NC2=CC=CC=C2C(=O)N1C1=CC=C(C=C1)C(C)C)C1=C2C=CC=CC2=CC=C1	90.0	35	4.55	9.59	2.95	0.421	> 10.0	> 10.0			9.67	> 10.0	12.2	0.564
 MMV1459646	CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)[N+]1=CN(CC=C)C2=CC=CC=C12	93.3	27	0.462	1.26	2.18	0.79	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459652	CCOC(=O)C1=C(C)N=C(S1)N1N=C2C(CCC\C2=C/C2=CC=CC=C2Cl)C1C1=CC=CC=C1Cl	90.0	-4	4.97	> 10.0	2.64	0.0563	> 10.0	> 10.0			> 10.0	> 10.0	1.4	0.297
 MMV1459661	IC1=CN(CC(=O)OCC(=O)N2CCCC3=CC=CC=C23)C=C(I)C1=O	85.0	-11	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459662	ClC1=CC=C(\C=C2/CCC(\C=N\NC(=O)COC3=CC=CC(Br)=C3)=C2N2CCOCC2)C=C1	83.3	8	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459676	ClC1=C(C2=CC=CC=C2S1)C1=NN=C(SCC2=C(Br)N3C=CC=CC3=N2)N1C1=CC=CC=C1	91.6	13	6.1	> 10.0	2.01	0.722	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459682	C\C(=N/NC1=CC=CC(=C1)[N+]([O-])=O)C1=CC2=CC=CC=C2O1	98.3	-18	3.34	4.09	10.9	0.683	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459683	CC1=NN(C(SC2=NC3=CC=CC=C3S2)=C1\C=N\NC1=NC(C)=CC(C)=N1)C1=CC=CC=C1	100.0	6	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459699	FC1=CC=C(CCNC(=O)COC(=O)C2=C(Cl)N=CC=C2)C=C1	98.3	-12	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459700	ClC1=CC=C(\C=C2/CCC(\C=N\NC(=S)NCC=C)=C2N2CCOCC2)C(Cl)=C1	98.3	10	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459701	CN1C(=O)N(C)C(=O)C(C(=O)COC(=O)C2=CC=CC=C2C2=NC3=CC=CC=C3S2)=C1N	98.3	-12	9.26	> 10.0	14.7	0.767	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459711	OC1=C(C=C2C=CC=CC2=C1)C(=O)N\N=C1/CCCCC2=CC=CC=C12	91.6	49	> 10.0	> 10.0			> 10.0	> 10.0	7.95	0.651	> 10.0	> 10.0		
 MMV1459716	COC1=CC=CC=C1N(C)S(=O)(=O)C1=CC=C(C)C(=C1)C(=O)NC1=NC2=CC=CC=C2S1	93.3	10	7.18	8.14	17.5	0.446	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459720	C\C(=N/NC1=C(Cl)C=C(Cl)C=C1Cl)C1=CC=C(C=C1)N1CCOCC1	96.7	-12	4.84	> 10.0	1.82	0.434	> 10.0	> 10.0	0.119	0.329	> 10.0	> 10.0		
 MMV1459721	FC1=CC=C(C=C1)C1=NN(CCC#N)C=C1\C=N\NC1=NC2=CC=CC=C2S1	83.3	8	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459794	CCN(CC)C1=C(C=C(NC(=O)C2=CC=C(Br)O2)C=C1)S(=O)(=O)NC1=C(OC)C=CC=C1	89.6	13	1.68	4.43	2.27	0.536	> 10.0	> 10.0	1.78	0.619	> 10.0	> 10.0		
 MMV1459808	CCN(C(=O)COC(=O)C1=C2CCCCCN2C(=N1)C1=CC=CC=C1)C1=CC=CC=C1	92.2	-26	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459841	OC(=O)C1=CC(=CC(N\N=C(/C2=CC=NC=C2)C2=CC=C(C=C2)[N+]([O-])=O)=C1)C(O)=O	93.5	-22	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459850	[O-][N+](=O)C1=CC=C(OC(F)F)C(\C=N\N=C2\C(=O)NC3=CC=C(Br)C=C23)=C1	90.9	-12	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459860	N=C1N\C(=N\NC(=O)C2=CC=C(CN3C(=O)C4=C5C3=CC=CC5=CC=C4)C=C2)C2=CC=CC=C12	85.7	-4	4.48	> 10.0	2.14	0.479	> 10.0	> 10.0	8	0.371	> 10.0	> 10.0		
 MMV1459877	CC1=C(Cl)C=CC=C1N1C(SCC(=O)N(CCC#N)C2=CC=CC=C2)=NC2=CC=CC=C2C1=O	90.9	4	9.73	> 10.0	15.9	0.269	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459894	CCOC1=CC=C(NC(=S)N\N=C\C2=CC(Cl)=CC(=C2O)[N+]([O-])=O)C=C1	84.4	9	6.7	> 10.0	2.29	0.38	> 10.0	> 10.0	8.71	0.133	> 10.0	> 10.0		
 MMV1459898	O=S(=O)(C1=C(NCC2=CC=CO2)OC(\C=C\C2=CC=CC=C2)=N1)C1=CC=CC=C1	92.2	-10	5.62	> 10.0	2.89	0.0298	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459901	COC(CNC(=S)C1=C(C2=C3N(CCCC2)C(=NN13)C1=CC=CC(=C1)S(=O)(=O)N1CCOCC1)C1=CC=C(Cl)C=C1)OC	89.6	41	0.383	0.453	13	0.649	0.865	0.991	16.1	0.632	6.82	> 10.0	2.83	0.688
 MMV1459940	FC1=CC=CC=C1N1C(SCC2=CN3C=C(Cl)C=CC3=N2)=NC2=CC=CC=C2C1=O	93.5	28	8.93	> 10.0	16.9	0.0163	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1459974	FC1=CC=CC=C1N1C(SCC2=CN3C=C(Br)C=CC3=N2)=NC2=CC=CC=C2C1=O	87.0	39	3.4	3.99	13.7	0.208	> 10.0	> 10.0	9.92	0.174	> 10.0	> 10.0		
 MMV1459991	FC1=CC=CC(F)=C1\C=N\C1=CC=CC=C1N1CCOCC1	90.9	-6	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460000	BrC1=CC=C(\C=N\C2=CC=CC=C2N2CCOCC2)C=C1	92.2	-16	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460007	OC1=CC=C2C=CC=CC2=C1\C=N\NC(=O)CN1N=NC(=N1)C1=CC=CC=C1	90.9	40	8.32	> 10.0	10.9	0.367	8.46	9.67	16.4	0.547	> 10.0	> 10.0		
 MMV1460023	N#C\C(=C/C1=CC=C(OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)=C1)C1=NN=C2CCCCCN12	93.5	12	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460049	CCOC1=CC=C2N(CC3=CC=C(Cl)C=C3)C(=N)SC2=C1	87.0	27	6.2	> 10.0	3.98	0.233	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460056	CC1=NN(C2=NC(C3=CC=CC=C3)=C(C3=NC4=CC=CC=C4S3)C(=C12)C1=CC=CN=C1)C1=CC=CC(Cl)=C1	85.7	-2	> 10.0	> 10.0			9.05	> 10.0	11.2	0.958	> 10.0	> 10.0		
 MMV1460097	O=C(N\N=C\C1=CC=C(C=C1)C#N)C1=CC=C(COC2=CC=CC=C2C2=CC=CC=C2)C=C1	88.3	50	8.6	9.24	30.2	0.437	> 10.0	> 10.0	8.76	0.561	> 10.0	> 10.0	15.4	0.374
 MMV1460133	CCOC(=O)C1=C(C)NC(N=NC2=CC=CC(=C2)C(F)(F)F)=C1C	93.5	-34	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460141	OC1=C(C=C2C=CC=CC2=C1)C(=O)OCC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1	87.0	-23	4.79	> 10.0	2.71	0.551	> 10.0	> 10.0			6.71	> 10.0	2.56	0.57
 MMV1460157	CC1CC2C(N(N=C2\C(C1)=C/C1=CC=C(Cl)C=C1)C(=O)C1=CC=C2N=CC=CC2=C1)C1=CC=C(Cl)C=C1	89.6	11	5.86	6.04	71.4	0.509	> 10.0	> 10.0	4.89	0.557	5.55	> 10.0	1.77	0.609
 MMV1460237	COC1=CC=CC(=C1)N1C(C)=CC(C=C1C)=C(C#N)C1=NC2=CC=CC=C2S1	90.9	-1	> 10.0	> 10.0	8.86	0.0114	> 10.0	> 10.0	3.97	0.941	9.63	> 10.0	12.5	0.607
 MMV1460240	CC(C)(C)CC(C)(C)NC(=O)C1=CC=CC(=C1)S(=O)(=O)N1CCC2=CC=CC=C12	85.7	34	9.58	> 10.0	19.2	0.577	> 10.0	> 10.0	2.33	0.906	> 10.0	> 10.0		
 MMV1460245	CC1=CC(\C=C(/C#N)C2=NC3=CC=CC=C3S2)=C(C)N1C1=CC=C(F)C=C1	88.3	2	> 10.0	> 10.0			> 10.0	> 10.0	0.308	0.473	9.99	> 10.0	19.2	0.605
 MMV1460282	CC1=CC(\C=C2\C(C)=NN(C2=O)C2=CC=CC=C2)=C(C)N1C1=CC(=CC=C1Cl)C(F)(F)F	89.6	-1	7.1	> 10.0	5.7	0.538	> 10.0	> 10.0			7.16	> 10.0	2.69	0.551
 MMV1460329	CCOC(=O)C1=C(C)C2=C(S1)N=CN(N1C(C)=CC=C1C)C2=O	90.9	-21	2.9	7.62	2.28	0.71	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460402	COC1=CC=CC=C1N1C(C)=CC(C=C1C)=C(C#N)C1=NC2=CC=CC=C2S1	96.1	23	3.83	> 10.0	1.94	0.582	> 10.0	> 10.0	9.46	0.504	3.87	4.81	10.1	0.663
 MMV1460427	BrC1=CC=C(\C=C2/CCC(C(=O)NC3=CC=CC=C3)=C2N2CCOCC2)C=C1	90.9	-10	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460433	COC1=CC=C(\C=N\OCC(=O)NC2=C(C=CC=C2)C(F)(F)F)C=C1	92.2	-5	> 10.0	> 10.0	0.525	0.458	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460442	CC1=CC=C(C=C1Cl)S(=O)(=O)OC1=CC=CC=C1\C=N\N=C1/NC(=O)CS1	96.1	11	> 10.0	> 10.0	0.841	0.28	> 10.0	> 10.0	8.05	0.112	> 10.0	> 10.0		
 MMV1460453	CC1=NN(C(SC2=NC3=CC=CC=C3S2)=C1\C=N\N1CCN(CC1)C1=CC=CC=N1)C1=CC=CC=C1	90.9	-9	4.72	7.21	5.19	0.522	3.51	3.92	19.8	0.361	> 10.0	> 10.0		
 MMV1460492	CCN(CC)C1=CC=C(\C=C(/C#N)C2=NC3=C(CC(C)CC3)S2)C=C1	87.0	49	4.58	> 10.0	1.55	0.645	6.77	7.21	34.4	0.353	> 10.0	> 10.0		
 MMV1460503	CC1=NN(C2=C1C=C(S2)C(=O)C1=C(C)C(=C2C=CC=CN12)C1=CCCCC1)C1=CC=CC=C1	88.3	-7	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460504	CC1=NN(C(Cl)=C1\C=N\N1CCN(CC1)C1=CC=C(Cl)C=C1)C1=CC=CC=C1	85.7	-22	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460506	ClC1=CC=C(C=C1)S(=O)(=O)N=C1C2C3CCC(C=C3)C2\C(=N/S(=O)(=O)C2=CC=C(Cl)C=C2)C2=CC=CC=C12	90.9	-7	8.44	> 10.0	0.516	0.404	> 10.0	> 10.0	2.31	0.409	> 10.0	> 10.0		
 MMV1460562	CCOC(=O)C1=CC=C(C=C1)N1C(C)=CC(\C=C(/C#N)C2=NC3=CC=CC=C3N2)=C1C	85.7	1	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460597	CC1=CC=C(SC2=C(\C=N\C3=CC=C(C)C=C3)C=C3C=CC=CC3=N2)C=C1	83.1	4	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460604	CN1C2=CC=CC=C2C(C)(C)\C1=C\C=N\NC(=O)C1=CN=CC=N1	85.7	-10	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460608	CN1\C(=C/C=N/NC(=O)C2=C(C)OC=C2)C(C)(C)C2=CC=CC=C12	89.6	-5	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460626	FC(F)(F)C(\NCC1=CC=CO1)=N/C1(OC2=C(O1)C=CC=C2)C(Cl)(Cl)Cl	93.5	11	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1460644	CN1C=CN=C1\C(=N/NC(=O)C1=C(Cl)C2=CC=CC=C2S1)C1=CC=CC(=C1)[N+]([O-])=O	88.3	22	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
